user_id,pref_age_min,pref_age_max,pref_height,lifestyle_pref,intent_pref
427,23,32,164,balanced,marriage
428,21,25,156,spiritual,relationship
429,22,28,187,balanced,relationship
430,24,25,174,balanced,dating
431,20,29,169,party,dating
432,25,28,161,balanced,relationship
433,24,31,176,balanced,dating
434,21,24,185,gym,relationship
435,18,32,180,spiritual,dating
436,24,32,156,balanced,relationship
437,19,29,170,spiritual,relationship
438,24,34,168,spiritual,relationship
439,21,26,170,party,relationship
440,20,30,175,spiritual,dating
441,19,22,160,gym,dating
442,24,32,160,party,dating
443,18,34,166,gym,dating
444,22,28,177,gym,dating
445,20,35,174,balanced,dating
446,18,21,157,gym,dating
447,20,35,180,spiritual,dating
448,22,32,173,gym,marriage
449,22,25,159,spiritual,marriage
450,22,25,187,gym,relationship
451,21,33,173,gym,relationship
452,23,34,165,spiritual,relationship
453,23,32,174,balanced,marriage
454,24,31,170,balanced,marriage
455,23,27,170,spiritual,dating
456,20,21,160,gym,marriage
457,19,24,161,spiritual,dating
458,20,32,159,balanced,relationship
459,23,33,170,spiritual,relationship
460,24,26,190,balanced,marriage
461,21,29,157,balanced,dating
462,24,28,177,gym,dating
463,18,27,179,party,relationship
464,25,32,175,spiritual,dating
465,23,35,182,balanced,marriage
466,20,21,165,balanced,relationship
467,19,35,176,party,dating
468,20,24,187,spiritual,relationship
469,21,33,166,spiritual,dating
470,18,30,176,balanced,relationship
471,18,22,185,party,dating
472,20,26,187,balanced,marriage
473,24,33,167,spiritual,marriage
474,18,33,190,balanced,marriage
475,25,26,173,balanced,dating
476,24,34,159,spiritual,relationship
477,25,35,169,balanced,marriage
478,21,29,171,balanced,marriage
479,18,26,171,spiritual,relationship
480,18,35,169,gym,dating
481,25,29,180,gym,relationship
482,18,21,172,spiritual,dating
483,22,35,158,spiritual,marriage
484,21,30,190,balanced,dating
485,21,28,190,balanced,dating
486,21,22,182,gym,relationship
487,21,29,156,gym,dating
488,22,25,173,balanced,relationship
489,20,35,182,party,marriage
490,20,26,161,balanced,relationship
491,19,22,164,gym,dating
492,21,23,172,party,dating
493,25,31,162,spiritual,marriage
494,19,35,172,gym,relationship
495,19,31,166,spiritual,dating
496,22,34,156,gym,dating
497,20,23,176,party,marriage
498,21,29,177,gym,relationship
499,24,31,161,spiritual,dating
500,20,24,185,gym,marriage
501,21,35,186,spiritual,relationship
502,23,34,178,party,dating
503,18,33,167,gym,marriage
504,23,24,178,balanced,relationship
505,18,29,184,gym,dating
506,19,23,163,spiritual,relationship
507,23,25,157,balanced,dating
508,22,31,182,balanced,dating
509,19,21,174,party,marriage
510,22,29,164,balanced,relationship
511,24,26,188,balanced,dating
512,25,30,174,spiritual,dating
513,18,28,175,party,marriage
514,19,24,188,gym,relationship
515,19,23,171,balanced,relationship
516,19,25,168,gym,dating
517,18,27,174,gym,marriage
518,22,31,174,gym,relationship
519,18,28,181,gym,marriage
520,23,28,158,party,dating
521,19,20,161,spiritual,dating
522,25,31,180,gym,relationship
523,20,30,190,party,dating
524,23,26,166,gym,marriage
525,18,34,168,party,dating
526,21,28,155,balanced,marriage
527,21,29,190,party,dating
528,24,28,179,party,marriage
529,22,28,163,spiritual,marriage
530,24,34,173,balanced,dating
531,19,33,171,spiritual,dating
532,19,32,167,balanced,marriage
533,20,30,166,gym,marriage
534,21,24,157,party,dating
535,18,21,180,party,dating
536,22,24,155,party,marriage
537,19,20,181,gym,relationship
538,21,29,164,party,marriage
539,19,31,175,spiritual,relationship
540,22,30,167,party,dating
541,24,30,167,party,relationship
542,25,30,182,gym,relationship
543,18,32,184,party,dating
544,18,33,188,balanced,dating
545,24,26,173,party,relationship
546,22,25,182,gym,relationship
547,19,34,177,balanced,marriage
548,21,29,167,balanced,relationship
549,24,29,165,spiritual,dating
550,25,28,156,party,marriage
551,25,32,169,party,dating
552,22,34,178,balanced,marriage
553,19,28,188,balanced,marriage
554,24,25,159,gym,dating
555,22,27,170,party,marriage
556,25,34,155,party,dating
557,23,35,190,spiritual,marriage
558,23,24,185,party,dating
559,19,29,182,balanced,marriage
560,22,32,167,spiritual,marriage
561,23,25,179,spiritual,marriage
562,21,25,175,gym,relationship
563,23,31,170,balanced,relationship
564,21,28,190,gym,marriage
565,19,23,163,party,relationship
566,18,25,184,spiritual,marriage
567,19,23,190,spiritual,marriage
568,20,24,168,party,relationship
569,19,21,171,gym,marriage
570,24,26,172,spiritual,dating
571,19,30,170,gym,dating
572,22,35,189,party,dating
573,25,30,189,party,marriage
574,18,34,168,spiritual,relationship
575,19,22,187,party,marriage
576,22,23,182,balanced,relationship
577,25,34,165,gym,marriage
578,19,20,172,party,dating
579,20,24,157,party,dating
580,21,25,163,balanced,relationship
581,18,33,169,party,dating
582,19,26,178,balanced,marriage
583,24,27,159,party,relationship
584,24,25,165,balanced,dating
585,20,31,181,gym,dating
586,20,24,159,party,relationship
587,19,33,169,party,relationship
588,23,31,165,party,relationship
589,24,27,183,balanced,relationship
590,22,32,168,gym,dating
591,24,29,179,spiritual,dating
592,19,24,158,party,marriage
593,19,35,180,party,dating
594,20,29,169,party,dating
595,18,35,189,gym,dating
596,19,30,188,gym,relationship
597,22,28,190,party,dating
598,18,32,186,party,dating
599,21,33,160,party,marriage
600,25,27,182,gym,marriage
601,23,31,165,balanced,relationship
602,18,20,155,gym,marriage
603,18,19,160,balanced,dating
604,19,22,167,spiritual,dating
605,25,34,178,gym,marriage
606,18,23,177,balanced,relationship
607,19,29,173,balanced,dating
608,19,24,189,spiritual,relationship
609,25,34,159,party,dating
610,22,31,157,balanced,relationship
611,25,26,187,spiritual,relationship
612,18,20,158,gym,marriage
613,22,26,179,balanced,marriage
614,23,25,178,balanced,marriage
615,20,27,179,gym,dating
616,24,27,172,party,relationship
617,23,34,158,balanced,relationship
618,20,33,179,gym,marriage
619,18,34,158,spiritual,dating
620,21,28,190,spiritual,marriage
621,23,24,188,party,dating
622,19,21,172,gym,dating
623,24,29,188,gym,marriage
624,18,27,171,party,marriage
625,25,33,170,party,relationship
626,21,30,159,spiritual,relationship
627,21,24,159,party,marriage
628,24,34,173,party,marriage
629,22,29,174,party,dating
630,21,28,163,balanced,marriage
631,24,28,161,balanced,relationship
632,19,34,157,spiritual,relationship
633,24,27,177,balanced,relationship
634,18,24,180,party,marriage
635,23,29,189,party,relationship
636,21,35,156,gym,relationship
637,24,29,181,balanced,relationship
638,18,26,161,balanced,dating
639,20,34,172,balanced,marriage
640,20,28,158,balanced,dating
641,22,33,158,balanced,dating
642,21,25,168,balanced,dating
643,22,32,175,gym,relationship
644,21,34,164,gym,dating
645,19,34,188,spiritual,marriage
646,19,21,167,party,marriage
647,19,26,186,party,dating
648,24,35,175,party,dating
649,24,25,159,gym,marriage
650,25,31,179,gym,relationship
651,24,33,188,gym,dating
652,20,24,156,gym,marriage
653,19,30,181,gym,marriage
654,20,34,188,gym,dating
655,24,30,185,spiritual,relationship
656,22,32,162,spiritual,dating
657,21,28,178,balanced,dating
658,18,21,174,gym,dating
659,22,24,189,balanced,dating
660,21,28,188,spiritual,relationship
661,18,23,181,party,dating
662,20,24,187,party,dating
663,21,29,172,balanced,relationship
664,24,26,160,balanced,dating
665,22,25,188,spiritual,marriage
666,18,30,156,balanced,dating
667,25,32,182,spiritual,marriage
668,18,35,161,gym,marriage
669,20,27,156,gym,dating
670,18,35,168,balanced,relationship
671,24,34,160,gym,relationship
672,20,31,184,gym,relationship
673,21,23,166,party,relationship
674,23,29,158,spiritual,marriage
675,20,27,161,spiritual,marriage
676,25,32,190,party,marriage
677,21,30,171,balanced,marriage
678,18,22,170,balanced,marriage
679,18,35,183,party,relationship
680,22,26,185,party,relationship
681,18,25,169,balanced,marriage
682,19,21,161,balanced,relationship
683,18,20,187,balanced,marriage
684,19,29,173,party,dating
685,25,30,165,spiritual,marriage
686,24,34,179,balanced,marriage
687,25,27,188,balanced,dating
688,23,33,179,party,dating
689,23,33,161,balanced,dating
690,22,32,167,party,dating
691,19,25,169,balanced,dating
692,24,31,190,gym,relationship
693,18,34,164,spiritual,marriage
694,19,34,181,gym,marriage
695,25,28,168,balanced,marriage
696,21,30,169,balanced,marriage
697,23,34,170,party,marriage
698,18,28,155,balanced,relationship
699,19,24,182,balanced,dating
700,20,27,177,party,relationship
701,22,24,190,spiritual,marriage
702,24,30,181,gym,dating
703,18,34,182,gym,marriage
704,20,33,167,balanced,marriage
705,23,25,171,party,relationship
706,24,33,164,party,marriage
707,22,31,172,gym,dating
708,20,28,169,gym,dating
709,24,34,180,spiritual,dating
710,18,22,179,party,dating
711,19,26,176,gym,dating
712,19,32,188,gym,marriage
713,22,24,173,gym,marriage
714,23,24,184,spiritual,dating
715,21,35,183,spiritual,marriage
716,20,21,178,party,marriage
717,22,27,156,spiritual,relationship
718,25,35,173,spiritual,dating
719,18,33,163,spiritual,relationship
720,20,30,163,balanced,dating
721,19,35,185,spiritual,dating
722,20,30,159,balanced,dating
723,24,33,189,balanced,dating
724,21,25,167,spiritual,dating
725,19,24,175,balanced,marriage
726,20,24,177,spiritual,dating
727,25,34,160,spiritual,dating
728,21,35,165,gym,dating
729,20,21,179,gym,dating
730,24,28,187,balanced,dating
731,25,33,189,balanced,relationship
732,19,26,168,spiritual,dating
733,22,27,171,gym,marriage
734,20,34,175,gym,dating
735,24,29,187,gym,dating
736,24,29,173,gym,dating
737,25,29,171,gym,relationship
738,25,34,161,party,relationship
739,25,34,165,party,dating
740,18,24,160,spiritual,marriage
741,20,22,167,balanced,marriage
742,24,27,189,balanced,marriage
743,25,35,183,party,relationship
744,21,35,189,party,dating
745,20,29,175,spiritual,dating
746,23,27,183,gym,relationship
747,24,31,162,spiritual,relationship
748,18,31,186,party,relationship
749,20,34,155,balanced,dating
750,24,33,164,gym,marriage
751,20,23,169,balanced,relationship
752,20,22,180,balanced,dating
753,23,32,183,gym,marriage
754,22,29,164,gym,marriage
755,20,22,163,balanced,marriage
756,24,32,157,balanced,dating
757,24,34,189,balanced,marriage
758,18,24,163,gym,relationship
759,18,26,189,spiritual,marriage
760,22,31,173,party,relationship
761,23,35,187,gym,marriage
762,19,29,177,spiritual,marriage
763,25,26,183,gym,relationship
764,20,24,189,spiritual,relationship
765,24,32,167,party,dating
766,25,30,179,gym,marriage
767,19,34,186,spiritual,relationship
768,20,34,182,spiritual,marriage
769,20,34,163,balanced,marriage
770,21,29,157,balanced,marriage
771,18,31,166,party,relationship
772,18,27,156,balanced,relationship
773,24,34,176,spiritual,marriage
774,18,19,162,party,relationship
775,20,33,176,balanced,relationship
776,22,25,188,spiritual,relationship
777,24,28,163,balanced,marriage
778,22,25,170,party,marriage
779,22,35,180,party,dating
780,19,30,180,party,relationship
781,19,30,166,balanced,marriage
782,25,28,176,spiritual,dating
783,20,27,169,party,relationship
784,23,25,169,gym,marriage
785,24,30,178,gym,marriage
786,25,34,171,spiritual,marriage
787,23,24,175,spiritual,marriage
788,22,27,169,gym,dating
789,22,33,162,gym,dating
790,25,35,185,party,dating
791,21,30,176,party,relationship
792,18,21,178,party,relationship
793,22,24,175,balanced,relationship
794,19,30,175,party,dating
795,21,33,166,balanced,marriage
796,21,35,181,spiritual,marriage
797,19,27,182,spiritual,relationship
798,18,19,172,party,marriage
799,19,29,160,gym,relationship
800,20,28,179,gym,marriage
801,25,34,158,party,relationship
802,18,27,178,party,dating
803,23,30,165,party,relationship
804,24,31,158,balanced,marriage
805,24,32,189,spiritual,relationship
806,22,25,163,spiritual,marriage
807,23,32,176,balanced,marriage
808,23,35,182,balanced,relationship
809,22,25,187,party,relationship
810,19,22,182,balanced,dating
811,20,35,155,gym,dating
812,20,33,174,balanced,marriage
813,21,31,169,gym,dating
814,20,31,162,balanced,relationship
815,19,26,155,balanced,relationship
816,25,26,188,party,marriage
817,24,33,166,gym,relationship
818,22,27,188,spiritual,relationship
819,25,28,186,party,relationship
820,25,33,173,spiritual,dating
821,18,23,178,party,relationship
822,22,26,159,party,dating
823,19,24,167,gym,dating
824,21,31,164,gym,marriage
825,22,32,160,gym,relationship
826,18,21,188,party,relationship
827,22,30,165,party,marriage
828,25,31,156,party,relationship
829,24,33,160,spiritual,dating
830,20,35,177,spiritual,relationship
831,23,28,178,balanced,relationship
832,20,27,164,gym,relationship
833,20,30,160,spiritual,relationship
834,21,33,161,spiritual,dating
835,20,32,183,gym,marriage
836,25,28,159,spiritual,marriage
837,21,25,183,party,marriage
838,20,34,156,balanced,dating
839,20,23,168,spiritual,dating
840,19,33,175,gym,marriage
841,22,26,190,party,dating
842,20,26,178,party,marriage
843,21,27,190,balanced,relationship
844,24,26,186,spiritual,marriage
845,25,29,165,spiritual,relationship
846,21,22,176,balanced,relationship
847,25,35,162,party,relationship
848,25,26,166,party,relationship
849,19,25,158,balanced,dating
850,25,34,186,gym,dating
851,25,31,163,party,dating
852,20,21,161,party,relationship
853,24,25,190,party,dating
854,18,20,171,spiritual,marriage
855,25,34,187,spiritual,relationship
856,21,33,178,balanced,dating
857,21,32,189,spiritual,dating
858,18,25,156,balanced,relationship
859,21,28,160,balanced,dating
860,25,27,177,party,dating
861,19,20,164,party,marriage
862,23,34,156,gym,relationship
863,21,29,172,party,dating
864,21,22,181,spiritual,dating
865,21,32,186,gym,marriage
866,19,24,180,gym,marriage
867,20,32,164,gym,dating
868,20,22,184,spiritual,relationship
869,20,21,162,gym,dating
870,19,32,180,gym,dating
871,20,21,162,gym,relationship
872,20,32,176,spiritual,dating
873,21,31,168,gym,relationship
874,21,28,179,balanced,dating
875,18,24,184,balanced,marriage
876,19,24,173,party,dating
877,19,29,156,spiritual,marriage
878,20,35,176,gym,marriage
879,23,26,164,balanced,relationship
880,20,21,167,balanced,relationship
881,24,26,155,party,marriage
882,23,26,186,gym,dating
883,21,29,162,party,relationship
884,21,28,177,balanced,marriage
885,23,30,174,party,dating
886,18,27,159,party,dating
887,20,28,158,spiritual,dating
888,23,33,165,spiritual,dating
889,25,30,158,party,marriage
890,18,33,160,spiritual,relationship
891,18,32,169,party,dating
892,22,31,161,balanced,relationship
893,22,25,155,party,marriage
894,22,23,170,gym,dating
895,18,30,180,spiritual,marriage
896,25,31,182,balanced,marriage
897,19,31,183,balanced,relationship
898,22,29,166,party,relationship
899,25,27,163,balanced,relationship
900,24,25,162,gym,marriage
901,18,22,187,gym,dating
902,21,22,181,party,dating
903,25,32,172,gym,relationship
904,20,27,188,gym,marriage
905,18,35,161,balanced,relationship
906,19,24,156,gym,relationship
907,18,33,160,party,marriage
908,18,32,183,gym,dating
909,18,33,169,balanced,dating
910,18,28,178,balanced,relationship
911,22,26,180,party,dating
912,21,22,156,spiritual,dating
913,23,32,188,balanced,relationship
914,24,31,171,spiritual,dating
915,21,23,190,gym,relationship
916,21,32,167,spiritual,dating
917,25,30,182,spiritual,relationship
