user_id,age,gender,lifestyle,intent,education
453,29,F,active,friendship,bachelor
454,32,F,sedentary,serious,master
455,22,M,sedentary,serious,master
456,33,F,sedentary,serious,master
457,24,M,active,serious,phd
458,25,F,moderate,dating,phd
459,21,F,moderate,dating,master
460,21,M,moderate,serious,phd
461,26,M,sedentary,dating,phd
462,29,F,active,friendship,bachelor
463,20,F,moderate,dating,bachelor
464,30,M,sedentary,dating,school
465,34,M,sedentary,friendship,school
466,35,F,active,dating,phd
467,31,F,sedentary,serious,bachelor
468,21,M,moderate,dating,phd
469,30,F,active,dating,school
470,18,F,active,friendship,school
471,29,M,active,serious,bachelor
472,21,F,active,serious,phd
473,25,F,active,dating,bachelor
474,28,F,moderate,serious,master
475,34,M,moderate,dating,master
476,30,M,sedentary,serious,master
477,28,F,active,friendship,bachelor
478,29,M,moderate,friendship,phd
479,26,F,sedentary,dating,phd
480,33,M,sedentary,serious,master
481,30,F,moderate,friendship,master
482,33,F,moderate,serious,master
483,23,F,sedentary,dating,phd
484,35,M,sedentary,serious,master
485,26,F,sedentary,serious,phd
486,29,M,active,friendship,school
487,26,F,active,serious,phd
488,24,M,moderate,friendship,phd
489,31,F,moderate,serious,phd
490,30,M,sedentary,friendship,school
491,35,F,active,dating,school
492,26,F,active,dating,school
493,23,F,sedentary,serious,school
494,26,F,sedentary,serious,bachelor
495,31,M,active,serious,master
496,31,F,sedentary,dating,master
497,32,F,active,friendship,bachelor
498,35,F,sedentary,serious,phd
499,31,F,sedentary,serious,master
500,22,M,active,friendship,school
501,32,M,moderate,friendship,phd
502,19,M,sedentary,dating,master
503,35,F,sedentary,friendship,school
504,25,M,moderate,dating,phd
505,34,F,sedentary,friendship,bachelor
506,33,F,sedentary,dating,school
507,24,M,active,friendship,bachelor
508,29,M,moderate,serious,phd
509,29,M,moderate,serious,school
510,33,F,moderate,dating,master
511,20,F,active,friendship,master
512,30,F,active,serious,master
513,27,F,active,serious,phd
514,19,F,sedentary,serious,phd
515,24,F,moderate,serious,master
516,29,M,sedentary,serious,bachelor
517,34,F,active,dating,phd
518,29,F,sedentary,serious,school
519,29,F,moderate,dating,bachelor
520,32,M,sedentary,friendship,phd
521,23,F,active,serious,phd
522,28,M,moderate,friendship,school
523,28,F,sedentary,dating,school
524,22,M,moderate,friendship,bachelor
525,29,M,sedentary,serious,bachelor
526,24,F,sedentary,serious,bachelor
527,20,M,moderate,friendship,master
528,23,M,active,friendship,bachelor
529,24,F,active,dating,master
530,28,M,moderate,friendship,phd
531,18,M,sedentary,dating,phd
532,22,M,active,dating,bachelor
533,26,F,active,dating,school
534,22,F,sedentary,friendship,bachelor
535,21,F,active,friendship,master
536,25,F,sedentary,friendship,master
537,34,F,moderate,dating,bachelor
538,22,F,moderate,serious,master
539,25,M,moderate,friendship,master
540,35,F,active,serious,master
541,18,F,active,dating,phd
542,32,F,sedentary,dating,phd
543,34,M,moderate,serious,school
544,34,M,sedentary,friendship,bachelor
545,24,M,sedentary,friendship,master
546,25,M,sedentary,friendship,phd
547,32,F,moderate,serious,school
548,32,M,moderate,friendship,phd
549,23,M,active,friendship,bachelor
550,25,F,moderate,friendship,bachelor
551,24,M,active,friendship,school
552,31,M,active,dating,bachelor
553,23,F,sedentary,friendship,phd
554,33,F,sedentary,serious,school
555,19,F,moderate,friendship,school
556,22,F,moderate,serious,school
557,28,M,moderate,dating,phd
558,21,F,active,friendship,school
559,21,F,moderate,serious,phd
560,32,F,sedentary,serious,bachelor
561,22,M,sedentary,friendship,bachelor
562,26,F,sedentary,serious,school
563,29,M,sedentary,serious,school
564,33,F,moderate,dating,bachelor
565,35,F,active,dating,master
566,31,M,sedentary,dating,master
567,24,M,active,friendship,bachelor
568,24,F,moderate,serious,phd
569,31,M,active,friendship,master
570,22,M,moderate,dating,bachelor
571,22,M,sedentary,dating,school
572,19,M,moderate,serious,bachelor
573,32,M,active,dating,phd
574,23,M,sedentary,friendship,school
575,20,F,active,friendship,school
576,23,F,sedentary,serious,school
577,31,M,moderate,friendship,bachelor
578,26,M,sedentary,friendship,master
579,32,M,active,dating,school
580,23,F,sedentary,friendship,bachelor
581,33,M,moderate,dating,master
582,30,F,active,serious,master
583,22,F,sedentary,dating,master
584,33,F,sedentary,serious,school
585,35,M,active,serious,phd
586,28,F,sedentary,friendship,bachelor
587,32,M,active,serious,school
588,35,M,moderate,friendship,school
589,21,F,sedentary,serious,master
590,25,M,sedentary,dating,school
591,18,M,active,serious,school
592,21,M,sedentary,dating,bachelor
593,19,M,sedentary,dating,school
594,20,F,moderate,dating,master
595,27,M,sedentary,dating,school
596,24,M,active,serious,master
597,23,M,sedentary,serious,phd
598,22,F,sedentary,friendship,school
599,19,F,active,serious,master
600,32,M,sedentary,dating,school
601,18,F,sedentary,friendship,school
602,24,M,sedentary,dating,phd
603,24,F,sedentary,dating,phd
604,35,M,sedentary,friendship,phd
605,23,M,sedentary,friendship,bachelor
606,29,F,sedentary,serious,school
607,34,M,sedentary,friendship,school
608,28,F,sedentary,serious,master
609,21,M,active,dating,phd
610,31,M,moderate,dating,phd
611,31,M,sedentary,serious,master
612,21,M,sedentary,serious,phd
613,26,M,active,friendship,school
614,24,F,sedentary,dating,master
615,31,M,sedentary,serious,phd
616,27,F,moderate,dating,school
617,23,M,moderate,friendship,school
618,19,F,active,friendship,bachelor
619,27,M,active,serious,bachelor
620,30,M,moderate,friendship,bachelor
621,18,F,moderate,serious,master
622,25,F,sedentary,dating,phd
623,21,F,moderate,friendship,school
624,19,F,sedentary,serious,bachelor
625,19,M,moderate,dating,phd
626,22,M,moderate,dating,phd
627,29,F,active,serious,phd
628,27,F,sedentary,serious,school
629,26,M,sedentary,serious,phd
630,35,F,active,friendship,master
631,21,M,active,serious,phd
632,21,M,moderate,dating,bachelor
633,26,F,sedentary,friendship,school
634,32,M,active,dating,master
635,19,M,sedentary,serious,phd
636,19,M,active,serious,master
637,18,F,sedentary,friendship,master
638,34,M,sedentary,dating,bachelor
639,20,M,active,dating,bachelor
640,22,M,sedentary,serious,bachelor
641,27,F,sedentary,friendship,master
642,34,M,sedentary,serious,phd
643,33,M,active,dating,school
644,31,M,sedentary,serious,school
645,22,F,sedentary,serious,bachelor
646,28,M,active,dating,master
647,19,M,active,friendship,school
648,20,F,moderate,friendship,master
649,31,M,sedentary,friendship,school
650,30,M,moderate,friendship,phd
651,30,M,sedentary,dating,school
652,27,M,sedentary,serious,school
653,18,F,moderate,friendship,phd
654,27,F,active,friendship,phd
655,19,M,sedentary,friendship,school
656,24,M,active,serious,school
657,30,F,active,dating,master
658,22,F,sedentary,dating,school
659,35,M,sedentary,dating,master
660,28,M,moderate,serious,master
661,19,F,moderate,dating,master
662,27,M,moderate,friendship,bachelor
663,32,F,active,serious,bachelor
664,22,F,sedentary,dating,master
665,25,M,sedentary,dating,school
666,34,M,active,dating,master
667,22,F,sedentary,serious,school
668,19,M,moderate,friendship,bachelor
669,27,F,sedentary,friendship,phd
670,22,F,sedentary,serious,phd
671,33,M,active,dating,phd
672,33,M,sedentary,dating,bachelor
673,31,M,moderate,friendship,phd
674,28,F,active,dating,school
675,23,M,moderate,friendship,school
676,23,M,moderate,dating,phd
677,30,F,active,dating,master
678,23,M,active,dating,bachelor
679,30,M,sedentary,dating,school
680,27,F,active,dating,school
681,22,M,sedentary,serious,master
682,25,F,moderate,serious,master
683,35,M,sedentary,serious,school
684,21,M,moderate,dating,school
685,22,F,active,friendship,master
686,24,M,active,friendship,school
687,24,M,sedentary,friendship,bachelor
688,31,F,sedentary,dating,school
689,24,F,active,friendship,bachelor
690,31,M,active,friendship,bachelor
691,32,F,active,dating,bachelor
692,26,M,moderate,serious,school
693,23,M,sedentary,dating,phd
694,18,F,active,friendship,phd
695,19,F,moderate,dating,master
696,35,M,moderate,friendship,school
697,29,M,sedentary,dating,bachelor
698,27,M,moderate,friendship,school
699,27,F,sedentary,serious,master
700,27,F,active,dating,master
701,18,F,active,serious,phd
702,19,M,active,serious,master
703,20,M,active,friendship,school
704,26,F,moderate,serious,master
705,25,M,moderate,dating,master
706,30,F,sedentary,dating,bachelor
707,27,M,sedentary,friendship,school
708,18,M,moderate,serious,school
709,25,F,active,serious,bachelor
710,23,M,active,serious,school
711,21,M,active,friendship,bachelor
712,25,F,sedentary,friendship,bachelor
713,28,M,active,dating,master
714,32,M,moderate,friendship,master
715,19,M,sedentary,serious,school
716,30,M,moderate,dating,bachelor
717,27,M,active,serious,school
718,18,M,sedentary,serious,bachelor
719,27,M,sedentary,serious,bachelor
720,19,M,sedentary,serious,bachelor
721,24,F,active,friendship,phd
722,18,M,moderate,serious,school
723,29,M,sedentary,dating,bachelor
724,28,F,sedentary,serious,master
725,27,F,active,serious,phd
726,26,M,sedentary,dating,bachelor
727,32,M,sedentary,dating,school
728,20,M,moderate,dating,master
729,35,F,active,dating,bachelor
730,22,F,moderate,dating,bachelor
731,22,F,sedentary,dating,bachelor
732,18,M,moderate,dating,master
733,25,F,active,serious,phd
734,30,F,active,friendship,phd
735,25,F,sedentary,dating,master
736,18,M,active,friendship,phd
737,35,F,moderate,dating,phd
738,34,F,moderate,friendship,bachelor
739,25,M,active,dating,bachelor
740,22,M,moderate,serious,bachelor
741,29,F,active,dating,master
742,33,F,sedentary,serious,bachelor
743,34,M,active,dating,bachelor
744,35,M,active,friendship,bachelor
745,23,F,sedentary,serious,school
746,23,M,sedentary,dating,bachelor
747,23,M,active,friendship,bachelor
748,29,M,sedentary,serious,master
749,21,M,moderate,friendship,school
750,34,F,sedentary,friendship,school
751,32,M,moderate,dating,school
752,32,F,sedentary,dating,phd
753,20,M,moderate,friendship,school
754,24,M,active,dating,phd
755,27,M,sedentary,dating,master
756,18,F,active,dating,school
757,24,M,active,serious,master
758,28,F,sedentary,dating,phd
759,35,F,active,dating,school
760,25,M,moderate,friendship,phd
761,29,F,active,dating,school
762,26,F,active,dating,master
763,35,M,active,friendship,bachelor
764,25,F,moderate,friendship,school
765,35,F,active,dating,phd
766,32,M,moderate,serious,school
767,31,F,sedentary,serious,master
768,20,F,active,serious,bachelor
769,28,M,sedentary,serious,school
770,33,F,active,friendship,phd
771,28,M,active,serious,school
772,25,M,active,serious,master
773,19,M,active,dating,master
774,25,F,moderate,serious,bachelor
775,29,F,active,dating,school
776,32,F,moderate,serious,bachelor
777,34,F,sedentary,serious,master
778,32,M,sedentary,serious,school
779,30,M,moderate,serious,bachelor
780,29,F,sedentary,serious,school
781,32,F,active,friendship,school
782,23,F,moderate,dating,phd
783,30,M,moderate,friendship,school
784,33,F,active,dating,school
785,19,M,sedentary,serious,master
786,18,F,sedentary,serious,phd
787,27,F,active,dating,school
788,28,F,active,friendship,master
789,26,F,moderate,serious,phd
790,34,M,moderate,friendship,master
791,35,M,moderate,friendship,bachelor
792,33,F,sedentary,friendship,school
793,19,M,sedentary,dating,master
794,22,F,active,friendship,school
795,34,M,active,dating,phd
796,33,F,moderate,serious,school
797,24,M,active,friendship,bachelor
798,33,M,moderate,dating,bachelor
799,19,F,active,serious,phd
800,32,M,moderate,serious,bachelor
801,32,M,active,serious,bachelor
802,35,M,sedentary,friendship,master
803,33,F,sedentary,friendship,bachelor
804,31,M,active,serious,master
805,33,F,active,serious,phd
806,30,M,sedentary,friendship,bachelor
807,24,F,active,dating,bachelor
808,19,F,active,friendship,master
809,19,F,active,dating,master
810,34,F,sedentary,dating,phd
811,31,F,active,dating,master
812,22,M,active,friendship,phd
813,25,F,active,friendship,bachelor
814,28,M,sedentary,serious,phd
815,31,M,sedentary,dating,school
816,34,M,active,dating,school
817,28,F,moderate,dating,bachelor
818,23,F,sedentary,dating,school
819,30,M,active,serious,school
820,31,M,sedentary,serious,master
821,24,M,moderate,dating,master
822,31,M,active,serious,master
823,22,F,sedentary,friendship,bachelor
824,35,M,moderate,serious,phd
825,29,M,sedentary,serious,school
826,30,F,active,serious,bachelor
827,23,F,sedentary,dating,bachelor
828,32,F,moderate,serious,master
829,33,F,sedentary,serious,master
830,29,M,moderate,serious,bachelor
831,26,M,sedentary,dating,bachelor
832,27,F,active,dating,phd
833,23,F,moderate,friendship,bachelor
834,34,M,moderate,dating,phd
835,20,M,moderate,dating,master
836,26,F,moderate,serious,phd
837,34,F,moderate,dating,master
838,27,M,moderate,serious,bachelor
839,18,F,active,dating,master
840,22,M,moderate,serious,master
841,28,F,active,serious,master
842,25,M,active,serious,master
843,22,F,sedentary,friendship,school
844,21,F,sedentary,serious,school
845,35,F,active,serious,school
846,30,F,sedentary,serious,master
847,26,F,sedentary,friendship,bachelor
848,25,M,active,serious,bachelor
849,25,F,moderate,serious,school
850,23,F,sedentary,serious,master
851,24,F,active,serious,phd
852,20,F,sedentary,friendship,bachelor
853,35,F,moderate,serious,master
854,31,F,moderate,dating,phd
855,30,F,sedentary,dating,phd
856,29,M,moderate,friendship,school
857,29,F,active,friendship,bachelor
858,24,M,moderate,serious,master
859,20,F,moderate,dating,master
860,24,F,active,serious,master
861,34,F,active,serious,master
862,24,F,moderate,serious,phd
863,26,F,active,serious,school
864,28,M,sedentary,dating,school
865,32,M,sedentary,friendship,bachelor
866,31,M,moderate,serious,school
867,19,M,sedentary,friendship,school
868,31,M,sedentary,dating,phd
869,31,M,active,friendship,school
870,25,M,sedentary,serious,school
871,25,F,sedentary,serious,master
872,22,F,moderate,dating,school
873,23,F,sedentary,friendship,master
874,23,F,moderate,dating,master
